code,name,tech,system,capacity_MW,lat,lon,confidence,source,cod_ceg,municipio,bus
3587,PSE341370,SmallHydro,SUDESTE,4.0347,-13.670000,-57.900000,bus-proxy,bus:CAMPON-MT138,,,CAMPON-MT138
3588,PSE348450,SmallHydro,SUDESTE,4.46325,-19.130000,-51.710000,bus-proxy,bus:CASSIL-MS138,,,CASSIL-MS138
3589,PSE341152,SmallHydro,SUDESTE,5.61409,-18.500000,-49.490000,bus-proxy,bus:CDOURA-GO138,,,CDOURA-GO138
3590,PSE341804,SmallHydro,SUDESTE,6.09343,-18.740000,-44.400000,bus-proxy,bus:CURVE2-MG138,,,CURVE2-MG138
3591,PSE3435146,SmallHydro,SUDESTE,4.1871,-20.350000,-40.660000,bus-proxy,bus:DMARTI-ES069,,,DMARTI-ES069
3592,PSE341325,SmallHydro,SUDESTE,4.94237,-17.250000,-53.320000,bus-proxy,bus:FERRON-MT138,,,FERRON-MT138
3593,PSE3426847,SmallHydro,SUDESTE,3.1704,-19.200000,-43.050000,bus-proxy,bus:FERROS-MG138,,,FERROS-MG138
3594,PSE341350,SmallHydro,SUDESTE,5.36541,-15.170000,-53.660000,bus-proxy,bus:ITAQU--MT138,,,ITAQU--MT138
3595,PSE3430695,SmallHydro,SUDESTE,6.87561,-23.270000,-47.260000,bus-proxy,bus:ITU2---SP088,,,ITU2---SP088
3596,PSE341692,SmallHydro,SUDESTE,4.59369,-21.770000,-43.400000,bus-proxy,bus:JFORA8-MG138,,,JFORA8-MG138
3597,PSE343302,SmallHydro,SUDESTE,6.96115,-14.840000,-57.910000,bus-proxy,bus:JU-RB--MT138,,,JU-RB--MT138
3598,PSE343961,SmallHydro,SUDESTE,7.23694,-14.470000,-48.490000,bus-proxy,bus:NIQULB-GO069,,,NIQULB-GO069
3599,PSE3428702,SmallHydro,SUDESTE,4.61398,-21.560000,-42.170000,bus-proxy,bus:PADUA--RJ069,,,PADUA--RJ069
3600,PSE3439842,SmallHydro,SUDESTE,3.14619,-19.270000,-52.860000,bus-proxy,bus:PARAI2-MS138,,,PARAI2-MS138
3601,PSE341632,SmallHydro,SUDESTE,4.84122,-18.550000,-42.570000,bus-proxy,bus:PECAN2-MG138,,,PECAN2-MG138
3602,PSE341323,SmallHydro,SUDESTE,4.46182,-16.790000,-54.040000,bus-proxy,bus:PETRVA-MT138,,,PETRVA-MT138
3603,PSE341189,SmallHydro,SUDESTE,15.3734,-17.310000,-48.290000,bus-proxy,bus:PIRESR-GO138,,,PIRESR-GO138
3604,PSE341681,SmallHydro,SUDESTE,4.09587,-20.430000,-42.900000,bus-proxy,bus:PNOVA1-MG138,,,PNOVA1-MG138
3605,PSE3449057,SmallHydro,SUDESTE,4.52861,-20.450000,-53.780000,bus-proxy,bus:RIBASR-MS138,,,RIBASR-MS138
3606,PSE341731,SmallHydro,SUDESTE,4.53115,-19.860000,-47.450000,bus-proxy,bus:SACRAM-MG138,,,SACRAM-MG138
3607,PSE3427255,SmallHydro,SUDESTE,4.58652,-19.310000,-50.730000,bus-proxy,bus:VPONTA-MG138,,,VPONTA-MG138
3608,PSE344199,SmallHydro,SUDESTE,5.78572,-21.990000,-42.900000,bus-proxy,bus:SAPUCA-RJ138,,,SAPUCA-RJ138
3609,PSE342073,SmallHydro,SUDESTE,4.33203,-21.620000,-46.900000,bus-proxy,bus:SJRPAR-SP138,,,SJRPAR-SP138
3610,PSE3426000,SmallHydro,SUDESTE,4.98656,-15.330000,-56.140000,bus-proxy,bus:VOTORA-MT138,,,VOTORA-MT138
3611,PSE361163,SmallHydro,SUDESTE,5.1378,-17.400000,-50.390000,bus-proxy,bus:ACREUN-GO138,,,ACREUN-GO138
3612,PSE363301,SmallHydro,SUDESTE,10.4247,-12.880000,-58.070000,bus-proxy,bus:BR-RB--MT138,,,BR-RB--MT138
3613,PSE3623385,SmallHydro,SUDESTE,6.10595,-17.820000,-50.970000,bus-proxy,bus:CABRIU-GO069,,,CABRIU-GO069
3614,PSE361370,SmallHydro,SUDESTE,5.40371,-13.670000,-57.900000,bus-proxy,bus:CAMPON-MT138,,,CAMPON-MT138
3615,PSE368450,SmallHydro,SUDESTE,5.97767,-19.130000,-51.710000,bus-proxy,bus:CASSIL-MS138,,,CASSIL-MS138
3616,PSE361152,SmallHydro,SUDESTE,7.51901,-18.500000,-49.490000,bus-proxy,bus:CDOURA-GO138,,,CDOURA-GO138
3617,PSE361804,SmallHydro,SUDESTE,8.161,-18.740000,-44.400000,bus-proxy,bus:CURVE2-MG138,,,CURVE2-MG138
3618,PSE3635146,SmallHydro,SUDESTE,5.60783,-20.350000,-40.660000,bus-proxy,bus:DMARTI-ES069,,,DMARTI-ES069
3619,PSE361325,SmallHydro,SUDESTE,6.61937,-17.250000,-53.320000,bus-proxy,bus:FERRON-MT138,,,FERRON-MT138
3620,PSE3626847,SmallHydro,SUDESTE,4.24615,-19.200000,-43.050000,bus-proxy,bus:FERROS-MG138,,,FERROS-MG138
3621,PSE361350,SmallHydro,SUDESTE,7.18595,-15.170000,-53.660000,bus-proxy,bus:ITAQU--MT138,,,ITAQU--MT138
3622,PSE3630695,SmallHydro,SUDESTE,9.20858,-23.270000,-47.260000,bus-proxy,bus:ITU2---SP088,,,ITU2---SP088
3623,PSE361692,SmallHydro,SUDESTE,6.15238,-21.770000,-43.400000,bus-proxy,bus:JFORA8-MG138,,,JFORA8-MG138
3624,PSE363302,SmallHydro,SUDESTE,9.32315,-14.840000,-57.910000,bus-proxy,bus:JU-RB--MT138,,,JU-RB--MT138
3625,PSE363961,SmallHydro,SUDESTE,9.69251,-14.470000,-48.490000,bus-proxy,bus:NIQULB-GO069,,,NIQULB-GO069
3626,PSE3628702,SmallHydro,SUDESTE,6.17955,-21.560000,-42.170000,bus-proxy,bus:PADUA--RJ069,,,PADUA--RJ069
3627,PSE3639842,SmallHydro,SUDESTE,4.21373,-19.270000,-52.860000,bus-proxy,bus:PARAI2-MS138,,,PARAI2-MS138
3628,PSE361632,SmallHydro,SUDESTE,6.4839,-18.550000,-42.570000,bus-proxy,bus:PECAN2-MG138,,,PECAN2-MG138
3629,PSE361323,SmallHydro,SUDESTE,5.97576,-16.790000,-54.040000,bus-proxy,bus:PETRVA-MT138,,,PETRVA-MT138
3630,PSE361189,SmallHydro,SUDESTE,20.5897,-17.310000,-48.290000,bus-proxy,bus:PIRESR-GO138,,,PIRESR-GO138
3631,PSE361681,SmallHydro,SUDESTE,5.48564,-20.430000,-42.900000,bus-proxy,bus:PNOVA1-MG138,,,PNOVA1-MG138
3632,PSE3649057,SmallHydro,SUDESTE,6.06521,-20.450000,-53.780000,bus-proxy,bus:RIBASR-MS138,,,RIBASR-MS138
3633,PSE361731,SmallHydro,SUDESTE,6.06862,-19.860000,-47.450000,bus-proxy,bus:SACRAM-MG138,,,SACRAM-MG138
3634,PSE3627255,SmallHydro,SUDESTE,6.14277,-19.310000,-50.730000,bus-proxy,bus:VPONTA-MG138,,,VPONTA-MG138
3635,PSE364199,SmallHydro,SUDESTE,7.74887,-21.990000,-42.900000,bus-proxy,bus:SAPUCA-RJ138,,,SAPUCA-RJ138
3636,PSE362073,SmallHydro,SUDESTE,5.80194,-21.620000,-46.900000,bus-proxy,bus:SJRPAR-SP138,,,SJRPAR-SP138
3637,PSE3626000,SmallHydro,SUDESTE,6.67855,-15.330000,-56.140000,bus-proxy,bus:VOTORA-MT138,,,VOTORA-MT138
3638,PSE371163,SmallHydro,SUDESTE,4.60338,-17.400000,-50.390000,bus-proxy,bus:ACREUN-GO138,,,ACREUN-GO138
3639,PSE373301,SmallHydro,SUDESTE,9.34034,-12.880000,-58.070000,bus-proxy,bus:BR-RB--MT138,,,BR-RB--MT138
3640,PSE3723385,SmallHydro,SUDESTE,5.47083,-17.820000,-50.970000,bus-proxy,bus:CABRIU-GO069,,,CABRIU-GO069
3641,PSE371370,SmallHydro,SUDESTE,4.84164,-13.670000,-57.900000,bus-proxy,bus:CAMPON-MT138,,,CAMPON-MT138
3642,PSE378450,SmallHydro,SUDESTE,5.3559,-19.130000,-51.710000,bus-proxy,bus:CASSIL-MS138,,,CASSIL-MS138
3643,PSE371152,SmallHydro,SUDESTE,6.73691,-18.500000,-49.490000,bus-proxy,bus:CDOURA-GO138,,,CDOURA-GO138
3644,PSE371804,SmallHydro,SUDESTE,7.31212,-18.740000,-44.400000,bus-proxy,bus:CURVE2-MG138,,,CURVE2-MG138
3645,PSE3735146,SmallHydro,SUDESTE,5.02452,-20.350000,-40.660000,bus-proxy,bus:DMARTI-ES069,,,DMARTI-ES069
3646,PSE371325,SmallHydro,SUDESTE,5.93084,-17.250000,-53.320000,bus-proxy,bus:FERRON-MT138,,,FERRON-MT138
3647,PSE3726847,SmallHydro,SUDESTE,3.80448,-19.200000,-43.050000,bus-proxy,bus:FERROS-MG138,,,FERROS-MG138
3648,PSE371350,SmallHydro,SUDESTE,6.4385,-15.170000,-53.660000,bus-proxy,bus:ITAQU--MT138,,,ITAQU--MT138
3649,PSE3730695,SmallHydro,SUDESTE,8.25074,-23.270000,-47.260000,bus-proxy,bus:ITU2---SP088,,,ITU2---SP088
3650,PSE371692,SmallHydro,SUDESTE,5.51243,-21.770000,-43.400000,bus-proxy,bus:JFORA8-MG138,,,JFORA8-MG138
3651,PSE373302,SmallHydro,SUDESTE,8.35339,-14.840000,-57.910000,bus-proxy,bus:JU-RB--MT138,,,JU-RB--MT138
3652,PSE373961,SmallHydro,SUDESTE,8.68433,-14.470000,-48.490000,bus-proxy,bus:NIQULB-GO069,,,NIQULB-GO069
3653,PSE3728702,SmallHydro,SUDESTE,5.53678,-21.560000,-42.170000,bus-proxy,bus:PADUA--RJ069,,,PADUA--RJ069
3654,PSE3739842,SmallHydro,SUDESTE,3.77543,-19.270000,-52.860000,bus-proxy,bus:PARAI2-MS138,,,PARAI2-MS138
3655,PSE371632,SmallHydro,SUDESTE,5.80947,-18.550000,-42.570000,bus-proxy,bus:PECAN2-MG138,,,PECAN2-MG138
3656,PSE371323,SmallHydro,SUDESTE,5.35419,-16.790000,-54.040000,bus-proxy,bus:PETRVA-MT138,,,PETRVA-MT138
3657,PSE371189,SmallHydro,SUDESTE,18.448,-17.310000,-48.290000,bus-proxy,bus:PIRESR-GO138,,,PIRESR-GO138
3658,PSE371681,SmallHydro,SUDESTE,4.91504,-20.430000,-42.900000,bus-proxy,bus:PNOVA1-MG138,,,PNOVA1-MG138
3659,PSE3749057,SmallHydro,SUDESTE,5.43433,-20.450000,-53.780000,bus-proxy,bus:RIBASR-MS138,,,RIBASR-MS138
3660,PSE371731,SmallHydro,SUDESTE,5.43738,-19.860000,-47.450000,bus-proxy,bus:SACRAM-MG138,,,SACRAM-MG138
3661,PSE3727255,SmallHydro,SUDESTE,5.50382,-19.310000,-50.730000,bus-proxy,bus:VPONTA-MG138,,,VPONTA-MG138
3662,PSE374199,SmallHydro,SUDESTE,6.94286,-21.990000,-42.900000,bus-proxy,bus:SAPUCA-RJ138,,,SAPUCA-RJ138
3663,PSE372073,SmallHydro,SUDESTE,5.19844,-21.620000,-46.900000,bus-proxy,bus:SJRPAR-SP138,,,SJRPAR-SP138
3664,PSE3726000,SmallHydro,SUDESTE,5.98387,-15.330000,-56.140000,bus-proxy,bus:VOTORA-MT138,,,VOTORA-MT138
3849,PBIOG291163,Biomass,SUDESTE,20.7639,-17.400000,-50.390000,bus-proxy,bus:ACREUN-GO138,,,ACREUN-GO138
3850,PBIOG2930518,Biomass,SUDESTE,3.96629,-22.480000,-48.520000,bus-proxy,bus:AMYRIS-SP138,,,AMYRIS-SP138
3851,PBIOG298443,Biomass,SUDESTE,3.96629,-22.630000,-54.810000,bus-proxy,bus:CAARAP-MS069,,,CAARAP-MS069
3852,PBIOG293134,Biomass,SUDESTE,10.1346,-22.650000,-51.360000,bus-proxy,bus:CAPIVA-SP138,,,CAPIVA-SP138
3853,PBIOG2930123,Biomass,SUDESTE,52.9657,-21.340000,-48.230000,bus-proxy,bus:GUARIB-SP138,,,GUARIB-SP138
3854,PBIOG2923374,Biomass,SUDESTE,5.28839,-17.630000,-51.690000,bus-proxy,bus:RCLARO-GO069,,,RCLARO-GO069
3855,PBIOG293149,Biomass,SUDESTE,2.91474,-20.680000,-51.300000,bus-proxy,bus:TIRMAO-SP138,,,TIRMAO-SP138
3856,PBIOG301163,Biomass,SUDESTE,20.7639,-17.400000,-50.390000,bus-proxy,bus:ACREUN-GO138,,,ACREUN-GO138
3857,PBIOG3030518,Biomass,SUDESTE,3.96629,-22.480000,-48.520000,bus-proxy,bus:AMYRIS-SP138,,,AMYRIS-SP138
3858,PBIOG308443,Biomass,SUDESTE,3.96629,-22.630000,-54.810000,bus-proxy,bus:CAARAP-MS069,,,CAARAP-MS069
3859,PBIOG303134,Biomass,SUDESTE,10.1346,-22.650000,-51.360000,bus-proxy,bus:CAPIVA-SP138,,,CAPIVA-SP138
3860,PBIOG3030123,Biomass,SUDESTE,52.9657,-21.340000,-48.230000,bus-proxy,bus:GUARIB-SP138,,,GUARIB-SP138
3861,PBIOG3023374,Biomass,SUDESTE,5.28839,-17.630000,-51.690000,bus-proxy,bus:RCLARO-GO069,,,RCLARO-GO069
3862,PBIOG303149,Biomass,SUDESTE,2.91474,-20.680000,-51.300000,bus-proxy,bus:TIRMAO-SP138,,,TIRMAO-SP138
3863,PBIOG311163,Biomass,SUDESTE,20.7639,-17.400000,-50.390000,bus-proxy,bus:ACREUN-GO138,,,ACREUN-GO138
3864,PBIOG3130518,Biomass,SUDESTE,3.96629,-22.480000,-48.520000,bus-proxy,bus:AMYRIS-SP138,,,AMYRIS-SP138
3865,PBIOG318443,Biomass,SUDESTE,3.96629,-22.630000,-54.810000,bus-proxy,bus:CAARAP-MS069,,,CAARAP-MS069
3866,PBIOG313134,Biomass,SUDESTE,10.1346,-22.650000,-51.360000,bus-proxy,bus:CAPIVA-SP138,,,CAPIVA-SP138
3867,PBIOG3130123,Biomass,SUDESTE,52.9657,-21.340000,-48.230000,bus-proxy,bus:GUARIB-SP138,,,GUARIB-SP138
3868,PBIOG3123374,Biomass,SUDESTE,5.28839,-17.630000,-51.690000,bus-proxy,bus:RCLARO-GO069,,,RCLARO-GO069
3869,PBIOG313149,Biomass,SUDESTE,2.91474,-20.680000,-51.300000,bus-proxy,bus:TIRMAO-SP138,,,TIRMAO-SP138
3870,PBIOG321163,Biomass,SUDESTE,20.7639,-17.400000,-50.390000,bus-proxy,bus:ACREUN-GO138,,,ACREUN-GO138
3871,PBIOG3230518,Biomass,SUDESTE,3.96629,-22.480000,-48.520000,bus-proxy,bus:AMYRIS-SP138,,,AMYRIS-SP138
3872,PBIOG328443,Biomass,SUDESTE,3.96629,-22.630000,-54.810000,bus-proxy,bus:CAARAP-MS069,,,CAARAP-MS069
3873,PBIOG323134,Biomass,SUDESTE,10.1346,-22.650000,-51.360000,bus-proxy,bus:CAPIVA-SP138,,,CAPIVA-SP138
3874,PBIOG3230123,Biomass,SUDESTE,52.9657,-21.340000,-48.230000,bus-proxy,bus:GUARIB-SP138,,,GUARIB-SP138
3875,PBIOG3223374,Biomass,SUDESTE,5.28839,-17.630000,-51.690000,bus-proxy,bus:RCLARO-GO069,,,RCLARO-GO069
3876,PBIOG323149,Biomass,SUDESTE,2.91474,-20.680000,-51.300000,bus-proxy,bus:TIRMAO-SP138,,,TIRMAO-SP138
3877,PBIOG331163,Biomass,SUDESTE,20.7639,-17.400000,-50.390000,bus-proxy,bus:ACREUN-GO138,,,ACREUN-GO138
3878,PBIOG3330518,Biomass,SUDESTE,3.96629,-22.480000,-48.520000,bus-proxy,bus:AMYRIS-SP138,,,AMYRIS-SP138
3879,PBIOG338443,Biomass,SUDESTE,3.96629,-22.630000,-54.810000,bus-proxy,bus:CAARAP-MS069,,,CAARAP-MS069
3880,PBIOG333134,Biomass,SUDESTE,10.1346,-22.650000,-51.360000,bus-proxy,bus:CAPIVA-SP138,,,CAPIVA-SP138
3881,PBIOG3330123,Biomass,SUDESTE,52.9657,-21.340000,-48.230000,bus-proxy,bus:GUARIB-SP138,,,GUARIB-SP138
3882,PBIOG3323374,Biomass,SUDESTE,5.28839,-17.630000,-51.690000,bus-proxy,bus:RCLARO-GO069,,,RCLARO-GO069
3883,PBIOG333149,Biomass,SUDESTE,2.91474,-20.680000,-51.300000,bus-proxy,bus:TIRMAO-SP138,,,TIRMAO-SP138
3884,PBIOG341163,Biomass,SUDESTE,20.7639,-17.400000,-50.390000,bus-proxy,bus:ACREUN-GO138,,,ACREUN-GO138
3885,PBIOG3430518,Biomass,SUDESTE,3.96629,-22.480000,-48.520000,bus-proxy,bus:AMYRIS-SP138,,,AMYRIS-SP138
3886,PBIOG348443,Biomass,SUDESTE,3.96629,-22.630000,-54.810000,bus-proxy,bus:CAARAP-MS069,,,CAARAP-MS069
3887,PBIOG343134,Biomass,SUDESTE,10.1346,-22.650000,-51.360000,bus-proxy,bus:CAPIVA-SP138,,,CAPIVA-SP138
3888,PBIOG3430123,Biomass,SUDESTE,52.9657,-21.340000,-48.230000,bus-proxy,bus:GUARIB-SP138,,,GUARIB-SP138
3889,PBIOG3423374,Biomass,SUDESTE,5.28839,-17.630000,-51.690000,bus-proxy,bus:RCLARO-GO069,,,RCLARO-GO069
3890,PBIOG343149,Biomass,SUDESTE,2.91474,-20.680000,-51.300000,bus-proxy,bus:TIRMAO-SP138,,,TIRMAO-SP138
3891,PBIOG351163,Biomass,SUDESTE,20.7639,-17.400000,-50.390000,bus-proxy,bus:ACREUN-GO138,,,ACREUN-GO138
3892,PBIOG3530518,Biomass,SUDESTE,3.96629,-22.480000,-48.520000,bus-proxy,bus:AMYRIS-SP138,,,AMYRIS-SP138
3893,PBIOG358443,Biomass,SUDESTE,3.96629,-22.630000,-54.810000,bus-proxy,bus:CAARAP-MS069,,,CAARAP-MS069
3894,PBIOG353134,Biomass,SUDESTE,10.1346,-22.650000,-51.360000,bus-proxy,bus:CAPIVA-SP138,,,CAPIVA-SP138
3895,PBIOG3530123,Biomass,SUDESTE,52.9657,-21.340000,-48.230000,bus-proxy,bus:GUARIB-SP138,,,GUARIB-SP138
3896,PBIOG3523374,Biomass,SUDESTE,5.28839,-17.630000,-51.690000,bus-proxy,bus:RCLARO-GO069,,,RCLARO-GO069
3897,PBIOG353149,Biomass,SUDESTE,2.91474,-20.680000,-51.300000,bus-proxy,bus:TIRMAO-SP138,,,TIRMAO-SP138
3898,PBIOG361163,Biomass,SUDESTE,20.7639,-17.400000,-50.390000,bus-proxy,bus:ACREUN-GO138,,,ACREUN-GO138
3899,PBIOG3630518,Biomass,SUDESTE,3.96629,-22.480000,-48.520000,bus-proxy,bus:AMYRIS-SP138,,,AMYRIS-SP138
3900,PBIOG368443,Biomass,SUDESTE,3.96629,-22.630000,-54.810000,bus-proxy,bus:CAARAP-MS069,,,CAARAP-MS069
3901,PBIOG363134,Biomass,SUDESTE,10.1346,-22.650000,-51.360000,bus-proxy,bus:CAPIVA-SP138,,,CAPIVA-SP138
3902,PBIOG3630123,Biomass,SUDESTE,52.9657,-21.340000,-48.230000,bus-proxy,bus:GUARIB-SP138,,,GUARIB-SP138
3903,PBIOG3623374,Biomass,SUDESTE,5.28839,-17.630000,-51.690000,bus-proxy,bus:RCLARO-GO069,,,RCLARO-GO069
3904,PBIOG363149,Biomass,SUDESTE,2.91474,-20.680000,-51.300000,bus-proxy,bus:TIRMAO-SP138,,,TIRMAO-SP138
3905,PBIOG371163,Biomass,SUDESTE,20.7639,-17.400000,-50.390000,bus-proxy,bus:ACREUN-GO138,,,ACREUN-GO138
3906,PBIOG3730518,Biomass,SUDESTE,3.96629,-22.480000,-48.520000,bus-proxy,bus:AMYRIS-SP138,,,AMYRIS-SP138
3907,PBIOG378443,Biomass,SUDESTE,3.96629,-22.630000,-54.810000,bus-proxy,bus:CAARAP-MS069,,,CAARAP-MS069
3908,PBIOG373134,Biomass,SUDESTE,10.1346,-22.650000,-51.360000,bus-proxy,bus:CAPIVA-SP138,,,CAPIVA-SP138
3909,PBIOG3730123,Biomass,SUDESTE,52.9657,-21.340000,-48.230000,bus-proxy,bus:GUARIB-SP138,,,GUARIB-SP138
3910,PBIOG3723374,Biomass,SUDESTE,5.28839,-17.630000,-51.690000,bus-proxy,bus:RCLARO-GO069,,,RCLARO-GO069
3911,PBIOG373149,Biomass,SUDESTE,2.91474,-20.680000,-51.300000,bus-proxy,bus:TIRMAO-SP138,,,TIRMAO-SP138
3912,PBIOG381163,Biomass,SUDESTE,20.7639,-17.400000,-50.390000,bus-proxy,bus:ACREUN-GO138,,,ACREUN-GO138
3913,PBIOG3830518,Biomass,SUDESTE,3.96629,-22.480000,-48.520000,bus-proxy,bus:AMYRIS-SP138,,,AMYRIS-SP138
3914,PBIOG388443,Biomass,SUDESTE,3.96629,-22.630000,-54.810000,bus-proxy,bus:CAARAP-MS069,,,CAARAP-MS069
3915,PBIOG383134,Biomass,SUDESTE,10.1346,-22.650000,-51.360000,bus-proxy,bus:CAPIVA-SP138,,,CAPIVA-SP138
3916,PBIOG3830123,Biomass,SUDESTE,52.9657,-21.340000,-48.230000,bus-proxy,bus:GUARIB-SP138,,,GUARIB-SP138
3917,PBIOG3823374,Biomass,SUDESTE,5.28839,-17.630000,-51.690000,bus-proxy,bus:RCLARO-GO069,,,RCLARO-GO069
3918,PBIOG383149,Biomass,SUDESTE,2.91474,-20.680000,-51.300000,bus-proxy,bus:TIRMAO-SP138,,,TIRMAO-SP138
3919,PBIOG391163,Biomass,SUDESTE,20.7639,-17.400000,-50.390000,bus-proxy,bus:ACREUN-GO138,,,ACREUN-GO138
3920,PBIOG3930518,Biomass,SUDESTE,3.96629,-22.480000,-48.520000,bus-proxy,bus:AMYRIS-SP138,,,AMYRIS-SP138
3921,PBIOG398443,Biomass,SUDESTE,3.96629,-22.630000,-54.810000,bus-proxy,bus:CAARAP-MS069,,,CAARAP-MS069
3922,PBIOG393134,Biomass,SUDESTE,10.1346,-22.650000,-51.360000,bus-proxy,bus:CAPIVA-SP138,,,CAPIVA-SP138
3923,PBIOG3930123,Biomass,SUDESTE,52.9657,-21.340000,-48.230000,bus-proxy,bus:GUARIB-SP138,,,GUARIB-SP138
3924,PBIOG3923374,Biomass,SUDESTE,5.28839,-17.630000,-51.690000,bus-proxy,bus:RCLARO-GO069,,,RCLARO-GO069
3925,PBIOG393149,Biomass,SUDESTE,2.91474,-20.680000,-51.300000,bus-proxy,bus:TIRMAO-SP138,,,TIRMAO-SP138
3926,PBIOM292453,Biomass,SUDESTE,17.0846,-21.750000,-48.120000,bus-proxy,bus:AMBRAS-SP138,,,AMBRAS-SP138
3927,PBIOM292757,Biomass,SUDESTE,21.6909,-21.640000,-51.160000,bus-proxy,bus:APAULI-SP138,,,APAULI-SP138
3928,PBIOM293033,Biomass,SUDESTE,17.3879,-22.390000,-47.370000,bus-proxy,bus:ARARA2-SP138,,,ARARA2-SP138
3930,PBIOM292533,Biomass,SUDESTE,8.90031,-20.880000,-48.820000,bus-proxy,bus:CAJOBI-SP069,,,CAJOBI-SP069
3931,PBIOM292490,Biomass,SUDESTE,12.0585,-21.290000,-47.310000,bus-proxy,bus:CAJURU-SP138,,,CAJURU-SP138
3932,PBIOM2923382,Biomass,SUDESTE,11.1254,-18.400000,-52.650000,bus-proxy,bus:CHAPAD-GO069,,,CHAPAD-GO069
3933,PBIOM2930347,Biomass,SUDESTE,13.0059,-21.800000,-49.930000,bus-proxy,bus:GET-CP-SP138,,,GET-CP-SP138
3934,PBIOM292461,Biomass,SUDESTE,11.2689,-21.750000,-48.840000,bus-proxy,bus:IBI-CP-SP138,,,IBI-CP-SP138
3935,PBIOM291223,Biomass,SUDESTE,17.8006,-14.940000,-49.520000,bus-proxy,bus:ITAPAC-GO069,,,ITAPAC-GO069
3936,PBIOM298573,Biomass,SUDESTE,22.3369,-22.310000,-53.850000,bus-proxy,bus:IVINHE-MS069,,,IVINHE-MS069
3937,PBIOM292366,Biomass,SUDESTE,9.33097,-22.610000,-48.800000,bus-proxy,bus:LENCOI-SP138,,,LENCOI-SP138
3938,PBIOM292517,Biomass,SUDESTE,8.90031,-20.720000,-48.050000,bus-proxy,bus:MAGUDO-SP138,,,MAGUDO-SP138
3939,PBIOM292554,Biomass,SUDESTE,22.0667,-20.190000,-48.020000,bus-proxy,bus:MIGUEL-SP138,,,MIGUEL-SP138
3940,PBIOM292373,Biomass,SUDESTE,12.5609,-22.630000,-48.790000,bus-proxy,bus:OMI----SP138,,,OMI----SP138
3941,PBIOM292418,Biomass,SUDESTE,17.8667,-20.390000,-49.430000,bus-proxy,bus:PALEST-SP069,,,PALEST-SP069
3942,PBIOM292762,Biomass,SUDESTE,12.7475,-22.440000,-50.590000,bus-proxy,bus:PARAG2-SP088,,,PARAG2-SP088
3943,PBIOM292518,Biomass,SUDESTE,20.8152,-21.030000,-48.030000,bus-proxy,bus:PONTAL-SP138,,,PONTAL-SP138
3944,PBIOM2942571,Biomass,SUDESTE,11.1254,-18.490000,-50.580000,bus-proxy,bus:QUIRI2-GO138,,,QUIRI2-GO138
3945,PBIOM291156,Biomass,SUDESTE,25.5453,-18.440000,-50.420000,bus-proxy,bus:QUIRIN-GO138,,,QUIRIN-GO138
3946,PBIOM298655,Biomass,SUDESTE,15.7909,-21.800000,-54.550000,bus-proxy,bus:RBRILH-MS138,,,RBRILH-MS138
3947,PBIOM2949057,Biomass,SUDESTE,27.5622,-20.450000,-53.780000,bus-proxy,bus:RIBASR-MS138,,,RIBASR-MS138
3948,PBIOM2935078,Biomass,SUDESTE,17.0405,-20.270000,-40.240000,bus-proxy,bus:TUBAR3-ES138,,,TUBAR3-ES138
3949,PBIOM291736,Biomass,SUDESTE,17.5638,-19.350000,-48.090000,bus-proxy,bus:UBERA4-MG138,,,UBERA4-MG138
3950,PBIOM292343,Biomass,SUDESTE,16.724,-20.990000,-49.260000,bus-proxy,bus:VILAVE-SP138,,,VILAVE-SP138
3951,PBIOM302453,Biomass,SUDESTE,17.0846,-21.750000,-48.120000,bus-proxy,bus:AMBRAS-SP138,,,AMBRAS-SP138
3952,PBIOM302757,Biomass,SUDESTE,21.6909,-21.640000,-51.160000,bus-proxy,bus:APAULI-SP138,,,APAULI-SP138
3953,PBIOM303033,Biomass,SUDESTE,17.3879,-22.390000,-47.370000,bus-proxy,bus:ARARA2-SP138,,,ARARA2-SP138
3955,PBIOM302533,Biomass,SUDESTE,8.90031,-20.880000,-48.820000,bus-proxy,bus:CAJOBI-SP069,,,CAJOBI-SP069
3956,PBIOM302490,Biomass,SUDESTE,12.0585,-21.290000,-47.310000,bus-proxy,bus:CAJURU-SP138,,,CAJURU-SP138
3957,PBIOM3023382,Biomass,SUDESTE,11.1254,-18.400000,-52.650000,bus-proxy,bus:CHAPAD-GO069,,,CHAPAD-GO069
3958,PBIOM3030347,Biomass,SUDESTE,13.0059,-21.800000,-49.930000,bus-proxy,bus:GET-CP-SP138,,,GET-CP-SP138
3959,PBIOM302461,Biomass,SUDESTE,11.2689,-21.750000,-48.840000,bus-proxy,bus:IBI-CP-SP138,,,IBI-CP-SP138
3960,PBIOM301223,Biomass,SUDESTE,17.8006,-14.940000,-49.520000,bus-proxy,bus:ITAPAC-GO069,,,ITAPAC-GO069
3961,PBIOM308573,Biomass,SUDESTE,22.3369,-22.310000,-53.850000,bus-proxy,bus:IVINHE-MS069,,,IVINHE-MS069
3962,PBIOM302366,Biomass,SUDESTE,9.33097,-22.610000,-48.800000,bus-proxy,bus:LENCOI-SP138,,,LENCOI-SP138
3963,PBIOM302517,Biomass,SUDESTE,8.90031,-20.720000,-48.050000,bus-proxy,bus:MAGUDO-SP138,,,MAGUDO-SP138
