code,name,tech,system,capacity_MW,lat,lon,confidence,source,cod_ceg,municipio,bus
1428,PCHMS028753,SmallHydro,SUDESTE,30.0,-19.335393,-52.672126,plant,reference,,,BURITIPCH013
1429,PCHMS028817,SmallHydro,SUDESTE,29.0,-19.245838,-52.881092,plant,reference,,,ASUCURPCH013
1430,PCHMS028995,SmallHydro,SUDESTE,28.03,-19.473986,-52.541451,plant,reference,,,PPEDRAPCH013
1431,PCHMS029013,SmallHydro,SUDESTE,13.0,-19.410278,-54.493056,plant,reference,,,PALTA-PCH013
1432,PCHMS029260,SmallHydro,SUDESTE,19.0,-19.976667,-53.271667,plant,reference,,,VERDE4PCH013
1433,PCHMS029261,SmallHydro,SUDESTE,28.0,-19.874444,-53.368611,plant,reference,,,VERD4APCH013
1434,PCHMS030078,SmallHydro,SUDESTE,20.0,-19.282778,-52.397778,plant,reference,,,FIGUE-PCH013
1435,PCHMS030079,SmallHydro,SUDESTE,12.5,-19.200000,-52.353333,plant,reference,,,GUATA-PCH013
1436,PCHMS031438,SmallHydro,SUDESTE,8.838,-19.057638,-52.532074,plant,reference,,,LAJEADPCH034
1437,PCHMS032163,SmallHydro,SUDESTE,28.0,-19.529803,-52.518144,plant,reference,,,BANDEIPCH013
1438,PCHMS033893,SmallHydro,SUDESTE,18.0,-19.545278,-52.505278,plant,reference,,,AREAD-PCH013
1439,PCHMT000066,SmallHydro,SUDESTE,0.8,-17.298287,-53.218809,plant,reference,,,C.MAGAPCH013
1440,PCHMT000077,SmallHydro,SUDESTE,21.96,-15.043885,-58.749007,plant,reference,,,BRENA-PCH013
1441,PCHMT000078,SmallHydro,SUDESTE,1.68,-14.478299,-56.391933,plant,reference,,,DIAMANPCH013
1442,PCHMT000161,SmallHydro,SUDESTE,6.6,-13.098056,-54.817500,plant,reference,,,ARS---PCH013
1443,PCHMT000233,SmallHydro,SUDESTE,18.0,-13.320332,-57.597563,plant,reference,,,BARUI-PCH013
1444,PCHMT000331,SmallHydro,SUDESTE,10.0,-13.405394,-58.598756,plant,reference,,,BURIT-PCH006
1445,PCHMT000607,SmallHydro,SUDESTE,4.23,-14.346209,-56.794901,plant,reference,,,DIAMANPCH013
1446,PCHMT000646,SmallHydro,SUDESTE,28.0,-12.793178,-56.008014,plant,reference,,,CQUEB-PCH013
1447,PCHMT002155,SmallHydro,SUDESTE,8.12,-15.381144,-54.412078,plant,reference,,,PRIMAVPCH034
1448,PCHMT002547,SmallHydro,SUDESTE,13.0,-12.904022,-58.913291,plant,reference,,,PARECIPCH013
1449,PCHMT002581,SmallHydro,SUDESTE,4.0,-14.869054,-53.301754,plant,reference,,,SGRAND-SP230
1450,PCHMT002832,SmallHydro,SUDESTE,9.6,-9.778611,-54.988611,plant,reference,,,BNRTIIPCH013
1451,PCHMT002862,SmallHydro,SUDESTE,2.4,-16.299722,-52.707500,plant,reference,,,SGRAND-SP230
1452,PCHMT027110,SmallHydro,SUDESTE,3.52,-15.364167,-55.434722,plant,reference,,,SGRAND-SP230
1453,PCHMT027111,SmallHydro,SUDESTE,1.794,-14.633709,-53.912934,plant,reference,,,CULUENPCH013
1454,PCHMT027112,SmallHydro,SUDESTE,5.18,-9.833333,-55.016111,plant,reference,,,BNOR1-PCH013
1455,PCHMT027176,SmallHydro,SUDESTE,14.16,-9.631645,-54.973460,plant,reference,,,BNOR3-PCH013
1456,PCHMT027216,SmallHydro,SUDESTE,26.0,-15.130052,-58.729770,plant,reference,,,OMBRE-PCH013
1457,PCHMT027274,SmallHydro,SUDESTE,2.135,-13.630229,-59.872510,plant,reference,,,COMODOPCH013
1458,PCHMT027326,SmallHydro,SUDESTE,27.0,-14.457307,-59.507542,plant,reference,,,SCORG-PCH013
1459,PCHMT027370,SmallHydro,SUDESTE,28.0,-15.261111,-58.721389,plant,reference,,,INDIA-PCH013
1460,PCHMT027416,SmallHydro,SUDESTE,1.2,-15.838777,-54.381857,plant,reference,,,PXOREUPCH013
1461,PCHMT027987,SmallHydro,SUDESTE,5.0,-13.543814,-59.030623,plant,reference,,,SLUCI-PCH013
1462,PCHMT028168,SmallHydro,SUDESTE,5.3,-11.311111,-59.223333,plant,reference,,,JUINA-PCH013
1463,PCHMT028203,SmallHydro,SUDESTE,19.0,-15.287341,-58.711228,plant,reference,,,SALTO-PCH013
1464,PCHMT028393,SmallHydro,SUDESTE,6.3,-16.104566,-55.345138,plant,reference,,,JONAS-PCH013
1465,PCHMT028395,SmallHydro,SUDESTE,7.6,-13.544332,-59.030148,plant,reference,,,SLUCIIPCH013
1466,PCHMT028482,SmallHydro,SUDESTE,2.8,-13.020538,-60.111992,plant,reference,,,SGRAND-SP230
1467,PCHMT028772,SmallHydro,SUDESTE,14.0,-9.683613,-54.963334,plant,reference,,,BNOR4-PCH013
1468,PCHMT028780,SmallHydro,SUDESTE,30.0,-10.164724,-59.456956,plant,reference,,,FAXINAPCH013
1469,PCHMT028796,SmallHydro,SUDESTE,30.0,-13.022639,-58.186917,plant,reference,,,SACRE2PCH013
1470,PCHMT028806,SmallHydro,SUDESTE,18.0,-15.739450,-55.529589,plant,reference,,,STADEUPCH013
1471,PCHMT028818,SmallHydro,SUDESTE,22.302,-13.317428,-59.034017,plant,siga:Operação,PCH.PH.MT.028818-7.1,"Campos de Júlio - MT, Sapezal - MT",PARECIPCH013
1472,PCHMT028819,SmallHydro,SUDESTE,15.4,-13.074167,-58.975389,plant,reference,,,PARECIPCH013
1473,PCHMT028820,SmallHydro,SUDESTE,30.0,-12.848586,-58.926092,plant,reference,,,PARECIPCH013
1474,PCHMT028821,SmallHydro,SUDESTE,16.0,-13.265556,-59.019444,plant,reference,,,SAPZALPCH006
1475,PCHMT028822,SmallHydro,SUDESTE,26.118,-13.223833,-59.026806,plant,reference,,,PARECIPCH013
1476,PCHMT028825,SmallHydro,SUDESTE,29.1,-16.217597,-54.944440,plant,reference,,,SLOUREPCH013
1477,PCHMT028832,SmallHydro,SUDESTE,29.02,-13.852094,-53.256311,plant,reference,,,PARAN-PCH013
1478,PCHMT028835,SmallHydro,SUDESTE,20.16,-13.197997,-58.983811,plant,reference,,,PARECIPCH013
1479,PCHMT028836,SmallHydro,SUDESTE,17.0,-13.369972,-59.012639,plant,reference,,,PARECIPCH013
1480,PCHMT028837,SmallHydro,SUDESTE,4.5,-15.991944,-55.087222,plant,reference,,,SUCUPIPCH013
1481,PCHMT028838,SmallHydro,SUDESTE,6.0,-16.003333,-55.115278,plant,reference,,,PEQUI-PCH013
1482,PCHMT028845,SmallHydro,SUDESTE,23.7,-16.712967,-54.748370,plant,reference,,,J.GELAPCH006
1483,PCHMT028848,SmallHydro,SUDESTE,26.6,-16.667014,-54.735575,plant,reference,,,RONDONPCH013
1484,PCHMT028853,SmallHydro,SUDESTE,22.0,-16.304560,-55.060016,plant,reference,,,7QUEDAPCH013
1485,PCHMT028918,SmallHydro,SUDESTE,29.3,-13.390554,-57.622697,plant,reference,,,JARAR-PCH013
1486,PCHMT028971,SmallHydro,SUDESTE,14.758,-14.391777,-56.828527,plant,reference,,,DIAMANPCH013
1487,PCHMT028996,SmallHydro,SUDESTE,24.0,-17.537749,-54.432566,plant,reference,,,STAGABPCH013
1488,PCHMT029044,SmallHydro,SUDESTE,13.3,-16.090097,-55.073497,plant,reference,,,APRAT-PCH034
1489,PCHMT029045,SmallHydro,SUDESTE,13.05,-16.096353,-55.043369,plant,reference,,,ABRAV-PCH034
1490,PCHMT029048,SmallHydro,SUDESTE,10.8,-13.373889,-59.141944,plant,reference,,,PARECIPCH013
1491,PCHMT029145,SmallHydro,SUDESTE,19.41,-15.392608,-58.637758,plant,reference,,,FIGUEIPCH013
1492,PCHMT029184,SmallHydro,SUDESTE,30.0,-12.530253,-57.880839,plant,reference,,,BOCAIUPCH013
1493,PCHMT029367,SmallHydro,SUDESTE,27.4,-14.792986,-57.967200,plant,reference,,,TSANTAPCH013
1494,PCHMT029376,SmallHydro,SUDESTE,28.0,-14.830056,-57.911584,plant,reference,,,PAMPEAPCH013
1495,PCHMT029733,SmallHydro,SUDESTE,30.0,-10.354911,-56.985671,plant,reference,,,C.BOI-PCH013
1496,PCHMT029734,SmallHydro,SUDESTE,27.0,-10.330847,-56.981663,plant,reference,,,DFAZENPCH013
1497,PCHMT030042,SmallHydro,SUDESTE,2.4,-13.779092,-59.772131,plant,reference,,,COMODOPCH013
1498,PCHMT030185,SmallHydro,SUDESTE,10.5,-14.332939,-57.616127,plant,reference,,,MARACAPCH013
1499,PCHMT030408,SmallHydro,SUDESTE,5.76,-14.611279,-57.744975,plant,reference,,,ITANRTPCH013
1500,PCHMT030642,SmallHydro,SUDESTE,21.8,-13.355531,-57.613867,plant,reference,,,INXU--PCH013
1501,PCHMT031042,SmallHydro,SUDESTE,14.0,-13.603611,-56.200278,plant,reference,,,MUTUM-PCH013
1502,PCHMT033386,SmallHydro,SUDESTE,20.88,-17.931389,-53.381389,plant,reference,,,LAJARIPCH013
1503,PCHMT033916,SmallHydro,SUDESTE,5.2,-16.451719,-55.316556,plant,reference,,,MANTO-PCH006
1504,PCHMT034560,SmallHydro,SUDESTE,24.0,-12.751403,-56.032422,plant,reference,,,FCEDR-PCH013
1505,PCHMT034705,SmallHydro,SUDESTE,14.0,-15.205911,-59.012511,plant,reference,,,NGUAPOPCH013
1506,PCHMT034865,SmallHydro,SUDESTE,9.11,-14.420500,-57.818749,plant,reference,,,RECANTPCH013
1507,PCHMT034966,SmallHydro,SUDESTE,25.0,-13.385625,-59.392358,plant,reference,,,JU117-PCH013
1508,PCHMT037309,SmallHydro,SUDESTE,6.5,-16.182500,-55.015000,plant,reference,,,BELEZAPCH034
1509,PCHMT037328,SmallHydro,SUDESTE,28.0,-13.796422,-56.699894,plant,reference,,,PERDI-PCH013
1557,PCHRJ000140,SmallHydro,SUDESTE,18.0,-22.226250,-43.078158,plant,reference,,,AREAL-PCH013
1558,PCHRJ000922,SmallHydro,SUDESTE,1.4,-21.914389,-42.257902,plant,siga:Operação,CGH.PH.RJ.000922-9.1,Cantagalo - RJ,C_PONTUTE013
1559,PCHRJ000992,SmallHydro,SUDESTE,4.5,-21.072495,-41.721803,plant,reference,,,CRUZAMPCH013
1560,PCHRJ001306,SmallHydro,SUDESTE,17.0,-22.702778,-43.881111,plant,reference,,,LAJES-PCH013
1561,PCHRJ001347,SmallHydro,SUDESTE,21.0,-22.139286,-42.098058,plant,reference,,,MACABUPCH013
1562,PCHRJ001498,SmallHydro,SUDESTE,25.0,-22.020940,-43.299454,plant,reference,,,MONSE-PCH013
1563,PCHRJ001959,SmallHydro,SUDESTE,25.0,-22.671054,-43.755608,plant,reference,,,PARACAPCH013
1564,PCHRJ002051,SmallHydro,SUDESTE,9.0,-22.209389,-43.138306,plant,reference,,,PIABANPCH013
1565,PCHRJ026732,SmallHydro,SUDESTE,30.0,-22.122150,-42.309709,plant,reference,,,STROSAPCH013
1566,PCHRJ027672,SmallHydro,SUDESTE,19.0,-20.986568,-41.710505,plant,reference,,,CALHEIPCH006
1567,PCHRJ028752,SmallHydro,SUDESTE,30.0,-22.032955,-43.154435,plant,reference,,,STAFE-PCH013
1568,PCHRJ028798,SmallHydro,SUDESTE,2.547,-21.912604,-41.956997,plant,reference,,,SGRAND-SP230
1569,PCHRJ029111,SmallHydro,SUDESTE,1.6,-21.185710,-42.099897,plant,reference,,,SELIS-UTE013
1570,PCHRJ029726,SmallHydro,SUDESTE,10.0,-21.899040,-42.048725,plant,reference,,,CAJU--PCH013
1571,PCHRJ029727,SmallHydro,SUDESTE,13.2,-21.937189,-42.090018,plant,reference,,,S.S.ALPCH013
1572,PCHRJ029728,SmallHydro,SUDESTE,8.0,-22.139449,-42.352057,plant,reference,,,S.ANTOPCH013
1573,PCHRJ030001,SmallHydro,SUDESTE,11.63,-22.790961,-44.239250,plant,reference,,,DGUANHPCH013
1574,PCHRJ030600,SmallHydro,SUDESTE,14.0,-22.189864,-42.891746,plant,reference,,,POCFU-PCH006
1575,PCHRJ032922,SmallHydro,SUDESTE,2.68,-22.298879,-43.177131,plant,reference,,,SGRAND-SP230
1707,PCHSP000089,SmallHydro,SUDESTE,30.0,-22.699003,-47.284172,plant,reference,,,AMERI-PCH006
1708,PCHSP000904,SmallHydro,SUDESTE,5.04,-20.839876,-47.302157,plant,reference,,,SGRAND-SP230
1709,PCHSP001185,SmallHydro,SUDESTE,15.0,-23.744737,-46.127604,plant,reference,,,CANARA-MT230
1710,PCHSP001257,SmallHydro,SUDESTE,1.55,-23.813644,-47.674032,plant,reference,,,ITUMBI-MG500
1711,PCHSP001343,SmallHydro,SUDESTE,2.88,-22.716729,-47.651583,plant,reference,,,SGRAND-SP230
1712,PCHSP001479,SmallHydro,SUDESTE,7.2,-22.379798,-46.900720,plant,reference,,,S.S.ALPCH013
1713,PCHSP002688,SmallHydro,SUDESTE,4.873,-23.149425,-47.794499,plant,reference,,,S.JUANPCH013
1714,PCHSP002707,SmallHydro,SUDESTE,1.45,-21.744493,-47.411349,plant,reference,,,COLOMBUTE013
1715,PCHSP026844,SmallHydro,SUDESTE,8.05,-20.581552,-47.780070,plant,reference,,,US.SJOPCH013
1716,PCHSP027065,SmallHydro,SUDESTE,10.8,-20.666869,-47.653983,plant,reference,,,LAJEADPCH034
1717,PCHSP027096,SmallHydro,SUDESTE,2.16,-23.281184,-47.240576,plant,siga:Operação,CGH.PH.SP.027096-2.1,Itu - SP,SGRAND-SP230
1718,PCHSP027107,SmallHydro,SUDESTE,4.3,-21.881739,-47.802028,plant,reference,,,VERDE8PCH013
1719,PCHSP027108,SmallHydro,SUDESTE,19.0,-22.260356,-46.718930,plant,reference,,,ELOY--PCH006
1720,PCHSP027109,SmallHydro,SUDESTE,11.8,-22.819583,-46.877779,plant,reference,,,JAGUARPCH006
1721,PCHSP027228,SmallHydro,SUDESTE,6.8,-22.276287,-46.762145,plant,reference,,,PINHALPCH006
1722,PCHSP027984,SmallHydro,SUDESTE,3.88,-21.412894,-47.334767,plant,reference,,,SGRAND-SP230
1723,PCHSP028024,SmallHydro,SUDESTE,1.12,-22.716289,-47.654329,plant,reference,,,CCFLORUTE013
1724,PCHSP028187,SmallHydro,SUDESTE,2.704,-23.841809,-47.653585,plant,reference,,,SGRAND-SP230
1725,PCHSP028188,SmallHydro,SUDESTE,1.3,-23.836306,-47.659950,plant,reference,,,CSTG12UTE013
1726,PCHSP028734,SmallHydro,SUDESTE,22.68,-20.494113,-47.859170,plant,reference,,,ANHANGPCH013
1727,PCHSP028738,SmallHydro,SUDESTE,16.0,-20.438167,-47.888000,plant,reference,,,RETIR-UHE006
1728,PCHSP028800,SmallHydro,SUDESTE,16.5,-20.547778,-47.813611,plant,reference,,,PALME-UHE006
1729,PCHSP028823,SmallHydro,SUDESTE,4.0,-21.938056,-46.815833,plant,reference,,,BAIXAD-SP230
1730,PCHSP028826,SmallHydro,SUDESTE,3.0,-21.874248,-46.886610,plant,reference,,,SGRAND-SP230
1731,PCHSP029114,SmallHydro,SUDESTE,30.0,-22.567980,-44.863359,plant,reference,,,LAVRINPCH006
1732,PCHSP029115,SmallHydro,SUDESTE,30.0,-22.543764,-44.795976,plant,reference,,,QUELUZPCH006
1733,PCHSP029721,SmallHydro,SUDESTE,25.024,-23.391333,-46.994992,plant,reference,,,PIRAPOPCH013
1734,PCHSP031107,SmallHydro,SUDESTE,10.5,-22.874131,-49.215342,plant,reference,,,P.BRANPCH013
1850,UFVES043225,Solar,SUDESTE,0.758,-20.155000,-40.231111,plant,siga:Operação,UFV.RS.ES.043225-3.1,Serra - ES,VIANA2-ES500
1851,UFVES048831,Solar,SUDESTE,0.29,-18.676944,-40.815833,plant,reference,,,SGRAND-SP230
1852,UFVES060651,Solar,SUDESTE,0.36,-18.755629,-40.746370,plant,reference,,,SGRAND-SP230
1853,UFVES062877,Solar,SUDESTE,0.44,-20.748511,-41.178364,plant,siga:Operação,UFV.RS.ES.062877-8.1,Cachoeiro de Itapemirim - ES,R.N.S.-ES500
1854,UFVES071334,Solar,SUDESTE,0.46,-19.495472,-40.663222,plant,siga:Operação,UFV.RS.ES.071334-1.1,Colatina - ES,JNEIV2-ES345
1855,UFVES072167,Solar,SUDESTE,1.76,-20.117410,-40.188900,plant,siga:Operação,UFV.RS.ES.072167-0.1,Serra - ES,JNEIV2-ES345
1856,UFVGO061525,Solar,SUDESTE,0.75,-16.616111,-48.793611,plant,siga:Operação,UFV.RS.GO.061525-0.1,Leopoldo de Bulhões - GO,SILVAN-GO500
1857,UFVGO062076,Solar,SUDESTE,0.99,-16.580000,-48.300000,bus-proxy,bus:SILVAN-GO500,,,SILVAN-GO500
1858,UFVGO071734,Solar,SUDESTE,0.3,-16.370556,-48.964722,plant,siga:Operação,UFV.RS.GO.071734-7.1,Anápolis - GO,TRINDA-GO500
1859,UFVGO071739,Solar,SUDESTE,0.14,-16.396389,-48.979444,plant,siga:Operação,UFV.RS.GO.071739-8.1,Anápolis - GO,TRINDA-GO500
1860,UFVGO071740,Solar,SUDESTE,0.22,-16.331944,-48.919722,plant,siga:Operação,UFV.RS.GO.071740-1.1,Anápolis - GO,SILVAN-GO500
1861,UFVGO071741,Solar,SUDESTE,0.3,-16.352056,-48.920083,plant,siga:Operação,UFV.RS.GO.071741-0.1,Anápolis - GO,SILVAN-GO500
1862,UFVMG031760,Solar,SUDESTE,1.42,-19.865556,-43.971111,plant,reference,,,MARACA-MG138
1863,UFVMG032323,Solar,SUDESTE,9.125,-15.492781,-44.392714,plant,reference,,,ITAPU-UFV013
1864,UFVMG032339,Solar,SUDESTE,27.0,-17.405248,-44.887021,plant,reference,,,VAZAN-UFV034
1865,UFVMG032340,Solar,SUDESTE,27.0,-17.414313,-44.909591,plant,reference,,,VAZAN-UFV034
1866,UFVMG032341,Solar,SUDESTE,27.0,-17.407623,-44.915394,plant,reference,,,VAZAN-UFV034
1867,UFVMG033185,Solar,SUDESTE,31.0,-17.408649,-44.873551,plant,reference,,,PIRAP2UFV034
1868,UFVMG033186,Solar,SUDESTE,31.0,-17.408664,-44.885444,plant,reference,,,PIRAP2UFV034
1869,UFVMG033187,Solar,SUDESTE,31.0,-17.408664,-44.885444,plant,reference,,,PIRAP2UFV034
1870,UFVMG033188,Solar,SUDESTE,31.0,-17.408657,-44.889728,plant,reference,,,PIRAP1UFV034
1871,UFVMG033189,Solar,SUDESTE,31.0,-17.408444,-44.896130,plant,reference,,,PIRAP1UFV034
1872,UFVMG033190,Solar,SUDESTE,31.0,-17.408193,-44.901487,plant,reference,,,PIRAP1UFV034
1873,UFVMG033192,Solar,SUDESTE,31.0,-17.407656,-44.912202,plant,reference,,,PIRAP1UFV034
1874,UFVMG033193,Solar,SUDESTE,31.0,-17.406791,-44.918605,plant,reference,,,PIRAP1UFV034
1875,UFVMG033236,Solar,SUDESTE,33.0,-16.309564,-43.666986,plant,reference,,,FSA1--UFV034
1876,UFVMG033237,Solar,SUDESTE,33.0,-16.302253,-43.665394,plant,reference,,,FSA1--UFV034
1877,UFVMG033238,Solar,SUDESTE,33.0,-16.297572,-43.663397,plant,reference,,,FSA1--UFV034
1878,UFVMG033990,Solar,SUDESTE,33.0,-17.220268,-47.092238,plant,reference,,,PARA4-UFV034
1879,UFVMG033991,Solar,SUDESTE,33.0,-17.223850,-47.087188,plant,reference,,,PARA4-UFV034
1880,UFVMG033999,Solar,SUDESTE,33.0,-17.213422,-47.089155,plant,reference,,,PARA4-UFV034
1881,UFVMG034000,Solar,SUDESTE,33.0,-17.220138,-47.092200,plant,reference,,,PARA4-UFV034
1882,UFVMG034073,Solar,SUDESTE,32.55,-18.824421,-46.674484,plant,reference,,,GUIMA1UFV034
1883,UFVMG034074,Solar,SUDESTE,32.55,-18.816624,-46.690430,plant,reference,,,GUIMA2UFV034
1884,UFVMG034392,Solar,SUDESTE,33.0,-15.349722,-43.630000,plant,reference,,,JAIB3-UFV034
1885,UFVMG034394,Solar,SUDESTE,33.0,-15.341944,-43.627222,plant,reference,,,JAIB3-UFV034
1886,UFVMG035805,Solar,SUDESTE,22.5,-15.351389,-43.618882,plant,reference,,,JAIB3-UFV034
1887,UFVMG037390,Solar,SUDESTE,39.496,-15.363764,-43.790353,plant,siga:Operação,UFV.RS.MG.037390-7.1,Jaíba - MG,AC-1B-UFV034
1888,UFVMG037403,Solar,SUDESTE,39.496,-15.360469,-43.808897,plant,siga:Operação,UFV.RS.MG.037403-2.1,Jaíba - MG,AC-1B-UFV034
1889,UFVMG037404,Solar,SUDESTE,39.496,-15.359322,-43.798886,plant,siga:Operação,UFV.RS.MG.037404-0.1,Jaíba - MG,AC-1B-UFV034
1890,UFVMG037405,Solar,SUDESTE,39.496,-15.367117,-43.794994,plant,siga:Operação,UFV.RS.MG.037405-9.1,Jaíba - MG,AC-1B-UFV034
1891,UFVMG037548,Solar,SUDESTE,39.496,-15.372267,-43.787853,plant,siga:Operação,UFV.RS.MG.037548-9.1,Jaíba - MG,AC-1A-UFV034
1892,UFVMG037549,Solar,SUDESTE,39.496,-15.380614,-43.785928,plant,siga:Operação,UFV.RS.MG.037549-7.1,Jaíba - MG,AC-1A-UFV034
1893,UFVMG037550,Solar,SUDESTE,29.622,-15.392053,-43.787314,plant,siga:Operação,UFV.RS.MG.037550-0.1,Jaíba - MG,AC-1A-UFV034
1894,UFVMG037551,Solar,SUDESTE,39.496,-15.396519,-43.803381,plant,siga:Operação,UFV.RS.MG.037551-9.1,Jaíba - MG,AC-1A-UFV034
1895,UFVMG037626,Solar,SUDESTE,49.37,-15.398097,-43.830661,plant,siga:Operação,UFV.RS.MG.037626-4.1,Jaíba - MG,AC-2B-UFV034
1896,UFVMG037627,Solar,SUDESTE,39.496,-15.396417,-43.803769,plant,siga:Operação,UFV.RS.MG.037627-2.1,Jaíba - MG,AC-2A-UFV034
1897,UFVMG037628,Solar,SUDESTE,49.37,-15.400558,-43.804892,plant,siga:Operação,UFV.RS.MG.037628-0.1,Jaíba - MG,AC-2B-UFV034
1898,UFVMG037629,Solar,SUDESTE,39.496,-15.407119,-43.798967,plant,siga:Operação,UFV.RS.MG.037629-9.1,Jaíba - MG,AC-2A-UFV034
1899,UFVMG037630,Solar,SUDESTE,39.496,-15.402331,-43.791306,plant,siga:Operação,UFV.RS.MG.037630-2.1,Jaíba - MG,AC-2B-UFV034
1900,UFVMG037631,Solar,SUDESTE,39.496,-15.425492,-43.818008,plant,siga:Operação,UFV.RS.MG.037631-0.1,Jaíba - MG,AC-2B-UFV034
1901,UFVMG037632,Solar,SUDESTE,39.496,-15.429233,-43.803669,plant,siga:Operação,UFV.RS.MG.037632-9.1,Jaíba - MG,AC-2A-UFV034
1902,UFVMG037633,Solar,SUDESTE,39.496,-15.398403,-43.786128,plant,siga:Operação,UFV.RS.MG.037633-7.1,Jaíba - MG,AC-2A-UFV034
1903,UFVMG037634,Solar,SUDESTE,39.496,-15.413656,-43.787533,plant,siga:Operação,UFV.RS.MG.037634-5.1,Jaíba - MG,AC-2B-UFV034
1904,UFVMG037830,Solar,SUDESTE,49.5,-17.361828,-44.882189,plant,reference,,,LSV2B-UFV034
1905,UFVMG037831,Solar,SUDESTE,49.5,-17.357478,-44.873869,plant,reference,,,LSV2B-UFV034
1906,UFVMG037832,Solar,SUDESTE,49.5,-17.371344,-44.923650,plant,siga:Operação,UFV.RS.MG.037832-1.1,Pirapora - MG,LSV1A-UFV034
1907,UFVMG037833,Solar,SUDESTE,49.5,-17.376969,-44.918203,plant,siga:Operação,UFV.RS.MG.037833-0.1,Pirapora - MG,LSV1B-UFV034
1908,UFVMG037834,Solar,SUDESTE,49.5,-17.375850,-44.919717,plant,siga:Operação,UFV.RS.MG.037834-8.1,Pirapora - MG,LSV2A-UFV034
1909,UFVMG037835,Solar,SUDESTE,49.5,-17.440878,-44.926247,plant,siga:Operação,UFV.RS.MG.037835-6.1,Pirapora - MG,LSV2B-UFV034
1910,UFVMG037836,Solar,SUDESTE,49.5,-17.346053,-44.860625,plant,reference,,,LSV1A-UFV034
1911,UFVMG037837,Solar,SUDESTE,49.5,-17.331389,-44.869167,plant,reference,,,LSV1A-UFV034
1912,UFVMG037838,Solar,SUDESTE,49.5,-17.348889,-44.878056,plant,reference,,,LSV1B-UFV034
1913,UFVMG037839,Solar,SUDESTE,49.5,-17.342778,-44.897222,plant,reference,,,LSV2A-UFV034
1914,UFVMG040851,Solar,SUDESTE,45.0,-19.757317,-47.040783,plant,siga:Operação,UFV.RS.MG.040851-4.1,Araxá - MG,ARAXA-UFV034
1915,UFVMG040852,Solar,SUDESTE,45.0,-19.774042,-47.049075,plant,siga:Operação,UFV.RS.MG.040852-2.1,Araxá - MG,ARAXA-UFV034
1916,UFVMG040857,Solar,SUDESTE,50.0,-15.921106,-43.476836,plant,reference,,,JA1A4-UFV034
1917,UFVMG040858,Solar,SUDESTE,50.0,-15.924822,-43.469025,plant,reference,,,JA1A4-UFV034
1918,UFVMG040859,Solar,SUDESTE,50.0,-15.934019,-43.476719,plant,reference,,,JA1A4-UFV034
1919,UFVMG040860,Solar,SUDESTE,50.0,-15.943117,-43.491981,plant,reference,,,JA1A4-UFV034
1920,UFVMG040861,Solar,SUDESTE,50.0,-15.948764,-43.501808,plant,reference,,,JA5A7-UFV034
1921,UFVMG040862,Solar,SUDESTE,50.0,-15.954753,-43.501103,plant,reference,,,JA5A7-UFV034
1922,UFVMG040863,Solar,SUDESTE,50.0,-15.970503,-43.505181,plant,reference,,,JA5A7-UFV034
1923,UFVMG040864,Solar,SUDESTE,50.0,-15.972750,-43.514286,plant,reference,,,JA8A11UFV034
1924,UFVMG040865,Solar,SUDESTE,50.0,-15.961211,-43.518331,plant,reference,,,JA8A11UFV034
1925,UFVMG040866,Solar,SUDESTE,50.0,-15.960683,-43.530942,plant,reference,,,JA8A11UFV034
1926,UFVMG040867,Solar,SUDESTE,50.0,-15.964150,-43.546889,plant,reference,,,JA8A11UFV034
1927,UFVMG040868,Solar,SUDESTE,50.0,-15.936764,-43.503556,plant,reference,,,J12A14UFV034
1928,UFVMG040869,Solar,SUDESTE,50.0,-15.938964,-43.525014,plant,reference,,,J12A14UFV034
1929,UFVMG040870,Solar,SUDESTE,50.0,-15.946847,-43.518056,plant,reference,,,J12A14UFV034
1930,UFVMG040871,Solar,SUDESTE,50.0,-15.949289,-43.527400,plant,siga:Operação,UFV.RS.MG.040871-9.1,Janaúba - MG,J15A17UFV034
1931,UFVMG040872,Solar,SUDESTE,50.0,-15.941025,-43.539767,plant,siga:Operação,UFV.RS.MG.040872-7.1,Janaúba - MG,J15A17UFV034
1932,UFVMG040873,Solar,SUDESTE,50.0,-15.918969,-43.546492,plant,siga:Operação,UFV.RS.MG.040873-5.1,Janaúba - MG,J15A17UFV034
1933,UFVMG040874,Solar,SUDESTE,50.0,-15.922947,-43.534497,plant,siga:Operação,UFV.RS.MG.040874-3.1,Janaúba - MG,J18A20UFV034
1934,UFVMG040875,Solar,SUDESTE,50.0,-15.917622,-43.521733,plant,siga:Operação,UFV.RS.MG.040875-1.1,Janaúba - MG,J18A20UFV034
1935,UFVMG040876,Solar,SUDESTE,50.0,-15.913331,-43.507628,plant,siga:Operação,UFV.RS.MG.040876-0.1,Janaúba - MG,J18A20UFV034
1936,UFVMG042991,Solar,SUDESTE,50.0,-17.535592,-44.776714,plant,siga:Operação,UFV.RS.MG.042991-0.1,Várzea da Palma - MG,HV1A3-UFV034
1937,UFVMG042992,Solar,SUDESTE,50.0,-17.524000,-44.793639,plant,siga:Operação,UFV.RS.MG.042992-9.1,Várzea da Palma - MG,HV1A3-UFV034
1938,UFVMG042993,Solar,SUDESTE,50.0,-17.545853,-44.628619,plant,siga:Operação,UFV.RS.MG.042993-7.1,Várzea da Palma - MG,HV1A3-UFV034
