code,name,lat,lon,confidence,source
1,PAF1-1UHE013,-9.400000,-38.200000,case-existing,case-existing
4,PAF2A1UHE013,-9.400000,-38.200000,case-existing,case-existing
5,PAF2A2UHE013,-9.400000,-38.200000,case-existing,case-existing
6,PAF2A3UHE013,-9.400000,-38.200000,case-existing,case-existing
7,PAF2B1UHE013,-9.400000,-38.200000,case-existing,case-existing
8,PAF2B2UHE013,-9.400000,-38.200000,case-existing,case-existing
9,PAF2B3UHE013,-9.400000,-38.200000,case-existing,case-existing
10,PAF3-1UHE013,-9.400000,-38.200000,case-existing,case-existing
11,PAF3-2UHE013,-9.400000,-38.200000,case-existing,case-existing
14,PAF4-1UHE013,-9.420000,-38.210000,case-existing,case-existing
21,SOBRA1UHE013,-9.430000,-40.830000,case-existing,case-existing
22,SOBRM2SIN013,-9.430000,-40.830000,case-existing,case-existing
28,ASALE1UHE013,-9.360000,-38.210000,case-existing,case-existing
29,ASALE2UHE013,-9.360000,-38.210000,case-existing,case-existing
33,LGONZ1UHE013,-9.140000,-38.310000,case-existing,case-existing
34,LGONZ2UHE013,-9.140000,-38.310000,case-existing,case-existing
35,LGONZA-PE000,-9.140000,-38.310000,interpolated,topology-interp
44,BESPE1UHE013,-6.750000,-43.560000,case-existing,case-existing
46,BESPE3UHE013,-6.750000,-43.560000,case-existing,case-existing
47,BESPM4SIN013,-6.720000,-43.560000,interpolated,topology-interp
48,PCAVA1UHE013,-12.580000,-39.000000,case-existing,case-existing
50,TUC1-5UHE013,-3.830000,-49.640000,case-existing,case-existing
52,TUC1-3UHE013,-3.830000,-49.640000,case-existing,case-existing
54,TUC1-4UHE013,-3.830000,-49.640000,case-existing,case-existing
63,FUNIL1UHE013,-14.230000,-39.460000,case-existing,case-existing
68,RGONCAUHE013,-7.630000,-45.210000,interpolated,topology-interp
69,URUCUIUHE013,-7.630000,-45.210000,interpolated,topology-interp
70,TUC2-4UHE013,-3.830000,-49.640000,case-existing,case-existing
71,TUC2-7UHE013,-3.830000,-49.640000,case-existing,case-existing
72,TUC1-ASIN013,-3.820000,-49.650000,interpolated,topology-interp
73,TUC1-BSIN013,-3.820000,-49.650000,interpolated,topology-interp
74,E.PCEMUTE013,-3.690000,-38.870000,interpolated,topology-interp
77,SQUEBRUHE013,-5.490000,-47.440000,interpolated,topology-interp
80,ESTREIUHE013,-6.590000,-47.470000,case-existing,case-existing
86,CASTELUHE013,-5.638734,-43.043168,interpolated,topology-interp
87,ESTRE-UHE013,-5.638734,-43.043168,interpolated,topology-interp
88,CACHEAUHE013,-6.720000,-43.560000,interpolated,topology-interp
89,XINGO1UHE013,-9.620000,-37.790000,case-existing,case-existing
95,ITAPE1UHE013,-15.970000,-39.590000,case-existing,case-existing
96,SUAPE1UTE013,-8.350000,-35.020000,case-existing,case-existing
97,SUAPE2UTE013,-8.350000,-35.020000,case-existing,case-existing
98,SUAPE3UTE013,-8.350000,-35.020000,case-existing,case-existing
99,SUAPE4UTE013,-8.350000,-35.020000,case-existing,case-existing
100,SUAPE5UTE013,-8.350000,-35.020000,case-existing,case-existing
101,SUAPE6UTE013,-8.350000,-35.020000,case-existing,case-existing
102,MARAC1UTE013,-3.870000,-38.620000,case-existing,case-existing
103,S.BONF-BA138,-10.440000,-40.190000,case-existing,case-existing
104,PERNA3UTE013,-7.860000,-35.010000,case-existing,case-existing
108,MURICYUTE013,-12.660000,-38.270000,interpolated,topology-interp
109,CAMAPAUTE007,-12.660000,-38.270000,interpolated,topology-interp
110,PROSPE-BA230,-12.500000,-38.210000,case-existing,case-existing
111,PRO2E4UTE013,-12.500000,-38.210000,case-existing,case-existing
112,PROSP1UTE013,-12.500000,-38.210000,case-existing,case-existing
115,P.FRAN-MA138,-6.350000,-47.380000,case-existing,case-existing
120,B.NOME-PE138,-8.000000,-38.630000,case-existing,case-existing
121,MLG-RE-CE013,-7.310000,-38.940000,interpolated,topology-interp
122,BNOME2-PE138,-8.015000,-38.640000,interpolated,topology-interp
125,FORTAB-CE013,-3.830000,-38.540000,interpolated,topology-interp
127,PIRIPI-PI138,-4.290000,-41.750000,case-existing,case-existing
128,GLOB1-UTE013,-12.730000,-38.480000,case-existing,case-existing
129,GLOB2-UTE013,-12.730000,-38.480000,case-existing,case-existing
130,TERMPBUTE013,-7.210000,-34.920000,case-existing,case-existing
131,MIRAND-MA138,-3.570000,-44.540000,case-existing,case-existing
137,TERMNEUTE013,-7.160000,-34.860000,case-existing,case-existing
138,EPASA--PB230,-7.210000,-34.920000,case-existing,case-existing
139,CABO--UTE013,-8.270000,-35.020000,case-existing,case-existing
140,BAHIA1UTE013,-12.670000,-38.320000,case-existing,case-existing
141,SUAPE--PE230,-8.360000,-35.030000,case-existing,case-existing
142,MARAC1-CE069,-3.850000,-38.580000,interpolated,topology-interp
145,S.CRUZ-RN138,-6.236667,-36.023333,interpolated,topology-interp
147,SUAPE1-PE000,-8.353333,-35.023333,interpolated,topology-interp
148,SUAPE2-PE000,-8.353333,-35.023333,interpolated,topology-interp
149,SUAPE3-PE000,-8.353333,-35.023333,interpolated,topology-interp
150,CAMAC1-BA069,-12.645000,-38.330000,interpolated,topology-interp
151,AÇU2---RN138,-5.590000,-36.910000,case-existing,case-existing
152,S.MATO-RN138,-5.774995,-36.785004,interpolated,topology-interp
160,TERPEGUTE013,-8.400000,-34.960000,case-existing,case-existing
161,TERPEVUTE013,-8.400000,-34.960000,case-existing,case-existing
162,T.FREI-BA138,-17.570000,-39.730000,case-existing,case-existing
166,C.M.1-CAP500,-8.755000,-48.490000,interpolated,topology-interp
167,LAJEADUHE013,-9.760000,-48.370000,case-existing,case-existing
169,EUNAPO-BA138,-16.340000,-39.550000,case-existing,case-existing
170,CFURTAUTE013,-12.700000,-38.570000,case-existing,case-existing
172,VERACEUTE013,-16.370000,-39.570000,case-existing,case-existing
174,CMDCS--BA000,-12.620000,-38.340000,interpolated,topology-interp
176,FUNIL--BA115,-14.230000,-39.460000,interpolated,topology-interp
180,B.PULPUTE013,-12.640000,-38.340000,case-existing,case-existing
181,B.PULP-BA069,-12.633325,-38.340000,interpolated,topology-interp
182,COPEC--BA069,-12.626638,-38.340000,interpolated,topology-interp
183,IRECE--BA138,-11.310000,-41.810000,case-existing,case-existing
186,BARREI-BA138,-12.130000,-44.950000,case-existing,case-existing
188,IBICOA-BA138,-13.440000,-41.370000,case-existing,case-existing
190,PIMENT-PA230,-3.440000,-51.900000,case-existing,case-existing
191,COLITACAP500,-6.715000,-48.805000,interpolated,topology-interp
192,ST.MAR-PA138,-1.340000,-47.570000,case-existing,case-existing
193,PIMEN1UHE013,-3.130000,-51.780000,case-existing,case-existing
194,PIMEN2UHE013,-3.130000,-51.780000,case-existing,case-existing
195,PIMEN3UHE013,-3.130000,-51.780000,case-existing,case-existing
196,CGRD--UTE013,-7.230000,-35.890000,case-existing,case-existing
197,MARAB3CAP500,-4.226429,-49.276429,interpolated,topology-interp
198,VCOND2-PA000,-1.570000,-48.730000,interpolated,topology-interp
199,MARABASIN013,-5.200000,-49.020000,interpolated,topology-interp
200,PAF3-A-BA230,-9.400000,-38.200000,case-existing,case-existing
202,JUAZE2-BA230,-9.480000,-40.480000,case-existing,case-existing
203,S.BONF-BA230,-10.440000,-40.190000,case-existing,case-existing
204,SCHIN--MA230,-4.870000,-43.410000,case-existing,case-existing
205,BROTAS-BA230,-12.310000,-42.340000,case-existing,case-existing
206,SOBRAD-BA230,-9.440000,-40.830000,case-existing,case-existing
207,JAGUAR-BA230,-9.870000,-39.860000,case-existing,case-existing
208,ZEBUII-AL230,-9.360000,-38.200000,case-existing,case-existing
209,POCOE2-BA230,-14.520000,-40.380000,case-existing,case-existing
210,RGONCA-PI230,-7.630000,-45.210000,case-existing,case-existing
211,CASTEL-PI230,-5.638725,-43.043164,interpolated,topology-interp
212,FLORII-PE230,-8.750000,-38.340000,case-existing,case-existing
213,ITAGIB-BA230,-14.230000,-39.720000,case-existing,case-existing
214,EMBASA-BA230,-12.450000,-39.000000,interpolated,topology-interp
215,BALSAS-MA230,-7.560000,-46.020000,case-existing,case-existing
216,TAUA2--CE230,-6.000000,-40.280000,case-existing,case-existing
217,ICO----CE230,-6.410000,-38.880000,case-existing,case-existing
218,CAUIPE-CE230,-3.690000,-38.870000,case-existing,case-existing
219,D.GOUV-CE230,-3.790000,-38.520000,case-existing,case-existing
220,BOM-NO-PE230,-8.000000,-38.630000,case-existing,case-existing
221,MILAGR-CE230,-7.310000,-38.940000,case-existing,case-existing
222,BANABU-CE230,-5.300000,-38.910000,case-existing,case-existing
223,RUSSA2-CE230,-4.950000,-38.000000,case-existing,case-existing
224,MOSSR2-RN230,-5.150000,-37.350000,case-existing,case-existing
225,FORTAL-CE230,-3.830000,-38.540000,case-existing,case-existing
226,SOBRAL-CE230,-3.700000,-40.380000,case-existing,case-existing
227,PIRIPI-PI230,-4.290000,-41.750000,case-existing,case-existing
228,TERES--PI230,-5.130000,-42.800000,case-existing,case-existing
229,B.ESPE-PI230,-6.720000,-43.560000,case-existing,case-existing
230,PERITO-MA230,-4.370000,-44.330000,case-existing,case-existing
231,MIRAND-MA230,-3.570000,-44.540000,case-existing,case-existing
232,SLUIS1-MA230,-2.560000,-44.260000,case-existing,case-existing
233,COREM2-PB230,-7.020000,-37.960000,case-existing,case-existing
234,PICI2--CE230,-3.740000,-38.580000,case-existing,case-existing
235,CASTAN-PA230,-1.300000,-47.790000,case-existing,case-existing
236,C.NETO-MA230,-4.300000,-42.990000,case-existing,case-existing
237,S.J.PI-PI230,-8.360000,-42.230000,case-existing,case-existing
238,P.DUTR-MA230,-5.270000,-44.480000,case-existing,case-existing
239,IMPERA-MA230,-5.490000,-47.440000,case-existing,case-existing
240,ANGELI-PE230,-8.890000,-36.290000,case-existing,case-existing
241,RECIFE-PE230,-8.120000,-35.040000,case-existing,case-existing
242,R.LAR--AL230,-9.500000,-35.840000,case-existing,case-existing
243,BONGI--PE230,-8.060000,-34.930000,case-existing,case-existing
245,SRITA2-PB230,-7.160000,-35.010000,case-existing,case-existing
246,NATAL2-RN230,-5.810000,-35.240000,case-existing,case-existing
247,GOIANI-PE230,-7.590000,-35.090000,case-existing,case-existing
248,MUSSU2-PB230,-7.180000,-34.890000,case-existing,case-existing
249,PIRAPA-PE230,-8.270000,-35.030000,case-existing,case-existing
250,MIRUEI-PE230,-7.960000,-34.890000,case-existing,case-existing
251,AÇU2---RN230,-5.590000,-36.910000,case-existing,case-existing
252,RIBEIR-PE230,-8.470000,-35.400000,case-existing,case-existing
253,SUAPE3-PE230,-8.400000,-35.020000,case-existing,case-existing
254,JOAIRA-PE230,-8.080000,-34.980000,case-existing,case-existing
255,TACAIM-PE230,-8.330000,-36.220000,case-existing,case-existing
256,LCARRO-PE230,-7.860000,-35.340000,case-existing,case-existing
257,BNOME2-PE230,-8.030000,-38.650000,case-existing,case-existing
258,PENEDO-AL230,-10.240000,-36.560000,case-existing,case-existing
259,MACEIO-AL230,-9.580000,-35.790000,case-existing,case-existing
260,PAU-FE-PE230,-7.860000,-35.020000,case-existing,case-existing
261,MIRUE2-PE230,-7.960000,-34.890000,case-existing,case-existing
262,T.FREI-BA230,-17.570000,-39.730000,case-existing,case-existing
263,ITAPEB-BA230,-15.970000,-39.580000,case-existing,case-existing
264,S.A.JE-BA230,-12.970000,-39.220000,case-existing,case-existing
265,ITBANI-SE230,-11.290000,-37.720000,case-existing,case-existing
266,TOMBA--BA230,-12.290000,-38.970000,case-existing,case-existing
267,VERACE-BA230,-16.090000,-39.410000,case-existing,case-existing
268,NARAND-BA230,-12.950000,-38.440000,case-existing,case-existing
269,EUNAPO-BA230,-16.340000,-39.550000,case-existing,case-existing
270,C.DANT-BA230,-10.600000,-38.370000,case-existing,case-existing
271,ITABAI-SE230,-10.660000,-37.460000,case-existing,case-existing
272,CATU---BA230,-12.400000,-38.360000,case-existing,case-existing
273,JARDIM-SE230,-10.880000,-37.150000,case-existing,case-existing
274,CMACB1-BA230,-12.620000,-38.340000,case-existing,case-existing
275,G.MANG-BA230,-12.610000,-39.030000,case-existing,case-existing
276,FUNIL--BA230,-14.230000,-39.460000,case-existing,case-existing
277,MATATU-BA230,-12.980000,-38.480000,case-existing,case-existing
278,PITUAC-BA230,-12.940000,-38.420000,case-existing,case-existing
279,COTEGI-BA230,-12.790000,-38.420000,case-existing,case-existing
280,JACARA-BA230,-12.700000,-38.480000,case-existing,case-existing
281,D.PITU-BA230,-12.903333,-38.440000,interpolated,topology-interp
283,IRECE--BA230,-11.310000,-41.810000,case-existing,case-existing
284,CAMAC4-BA230,-12.620000,-38.340000,case-existing,case-existing
285,BJLAPA-BA230,-13.310000,-43.350000,case-existing,case-existing
286,BARREI-BA230,-12.130000,-44.950000,case-existing,case-existing
287,E.MART-PI230,-8.100000,-43.670000,case-existing,case-existing
288,IBICOA-BA230,-13.440000,-41.370000,case-existing,case-existing
289,SAPEAC-BA230,-12.720000,-39.190000,case-existing,case-existing
290,PARAIS-RN230,-6.240000,-36.000000,case-existing,case-existing
291,UTINGA-PA230,-1.340000,-48.380000,case-existing,case-existing
292,ST.MAR-PA230,-1.340000,-47.570000,case-existing,case-existing
293,MIRAMA-PA230,-1.410000,-48.490000,case-existing,case-existing
295,PICOS--PI230,-7.110000,-41.410000,case-existing,case-existing
296,ZEBU3--AL230,-9.340000,-38.150000,case-existing,case-existing
297,TUCURU-PA230,-3.820000,-49.650000,case-existing,case-existing
298,V.COND-PA230,-1.570000,-48.730000,case-existing,case-existing
299,MARABA-PA230,-5.200000,-49.020000,case-existing,case-existing
300,PAF3-B-BA230,-9.410000,-38.200000,case-existing,case-existing
301,ASALEA-AL230,-9.380000,-38.205000,interpolated,topology-interp
302,ASALEB-AL230,-9.385000,-38.205000,interpolated,topology-interp
312,ARACA--CE069,-4.950000,-38.000000,interpolated,topology-interp
313,IGUA-A-CE069,-3.830000,-38.540000,interpolated,topology-interp
314,CAUCA--CE069,-3.690000,-38.870000,interpolated,topology-interp
315,PFRANC-MA230,-6.350000,-47.380000,case-existing,case-existing
316,CSP----CE230,-3.586667,-38.863333,interpolated,topology-interp
317,CRATO--CE069,-7.310000,-38.940000,interpolated,topology-interp
318,JUAZE--CE069,-7.310000,-38.940000,interpolated,topology-interp
319,IGUA-B-CE069,-6.410000,-38.880000,interpolated,topology-interp
325,FORTA2-CE230,-3.830000,-38.540000,case-existing,case-existing
326,SOBRA3-CE230,-3.690000,-40.300000,case-existing,case-existing
327,FORTAGUTE013,-3.680000,-38.860000,interpolated,topology-interp
328,TERES2-PI230,-5.260000,-42.730000,case-existing,case-existing
329,BESPER-MA230,-6.147584,-43.286392,interpolated,topology-interp
330,FORTAVUTE013,-3.680000,-38.860000,interpolated,topology-interp
331,MIRA1A-MA000,-3.570000,-44.540000,interpolated,topology-interp
332,SLUIS2-MA230,-2.720000,-44.320000,case-existing,case-existing
333,JSPERE-RN230,-5.380000,-36.820000,case-existing,case-existing
334,UTEFOR-CE230,-3.680000,-38.860000,case-existing,case-existing
335,CFURTA-BA230,-12.700000,-38.570000,case-existing,case-existing
336,TERPER-PE230,-8.400000,-34.970000,case-existing,case-existing
337,RALMEI-BA069,-12.626638,-38.340000,interpolated,topology-interp
338,UTECEA-CE230,-3.690000,-38.870000,case-existing,case-existing
339,TERCEGUTE013,-3.690000,-38.870000,case-existing,case-existing
341,SLUIS2CER013,-2.720000,-44.320000,interpolated,topology-interp
342,MESSIA-AL230,-9.400000,-35.840000,case-existing,case-existing
343,IGUA-AUTE013,-3.830000,-38.540000,interpolated,topology-interp
344,CAUCA-UTE013,-3.690000,-38.870000,interpolated,topology-interp
345,ITABUN-BA230,-14.860000,-39.270000,case-existing,case-existing
346,NATAL3-RN230,-5.870000,-35.320000,case-existing,case-existing
347,CRATO-UTE013,-7.310000,-38.940000,interpolated,topology-interp
348,ITABUNCER013,-14.860000,-39.270000,interpolated,topology-interp
349,GARANH-PE230,-8.880000,-36.400000,case-existing,case-existing
352,ARACA-UTE013,-4.950000,-38.000000,interpolated,topology-interp
353,SUAPE2-PE230,-8.390000,-35.050000,case-existing,case-existing
355,MCHAP2-BA230,-11.710000,-41.400000,case-existing,case-existing
357,RALMEIUTE013,-12.626600,-38.340000,interpolated,topology-interp
358,JUAZE-UTE013,-7.310000,-38.940000,interpolated,topology-interp
360,JCMR2--RN230,-5.300000,-35.870000,case-existing,case-existing
361,TRANSA-PA230,-3.710000,-53.720000,case-existing,case-existing
362,ALTAMI-PA230,-3.140000,-52.180000,case-existing,case-existing
363,RUROPO-PA230,-4.070000,-54.900000,case-existing,case-existing
364,LNOVA2-RN230,-6.060000,-36.530000,case-existing,case-existing
365,IBIAP2-CE230,-3.900000,-41.190000,case-existing,case-existing
366,CACHIM-PA230,-8.980000,-54.960000,case-existing,case-existing
367,NOVPRO-PA230,-7.090000,-55.390000,case-existing,case-existing
368,CACHI-SIN013,-8.980000,-54.960000,interpolated,topology-interp
369,IGUA-BUTE013,-6.410000,-38.880000,interpolated,topology-interp
370,NOVPRO-PA138,-7.090000,-55.390000,case-existing,case-existing
371,NPROG-SIN013,-7.090000,-55.390000,interpolated,topology-interp
372,SCHINC-BA230,-12.230000,-38.375000,interpolated,topology-interp
374,EMBAAB-BA230,-12.540000,-38.990000,case-existing,case-existing
375,PCAVAL-BA230,-12.590000,-39.000000,case-existing,case-existing
376,BRUMA2-BA230,-14.210000,-41.640000,case-existing,case-existing
381,POLO---BA230,-12.660000,-38.270000,case-existing,case-existing
385,BJLAP2-BA230,-13.310000,-43.340000,case-existing,case-existing
387,REGUA--BA230,-13.847500,-46.045000,interpolated,topology-interp
388,PIRAJA-BA230,-12.910000,-38.460000,case-existing,case-existing
390,GUAMA--PA230,-1.460000,-48.450000,case-existing,case-existing
392,STMAR1-PA000,-1.340000,-47.570000,interpolated,topology-interp
393,LAJEAD-TO230,-9.750000,-48.370000,case-existing,case-existing
394,IGAPO2-BA230,-14.030000,-42.620000,case-existing,case-existing
397,MARAB4CAP500,-4.226429,-49.276429,interpolated,topology-interp
398,VCOND3-PA000,-1.570000,-48.730000,interpolated,topology-interp
399,MARAB2CAP500,-4.510000,-49.335000,interpolated,topology-interp
402,M.G.--CAP500,-10.273333,-48.683333,interpolated,topology-interp
407,RG-CO1CAP500,-7.686667,-45.751667,interpolated,topology-interp
412,PAUFERUTE013,-7.860000,-35.020000,interpolated,topology-interp
413,MANAUSUTE013,-7.860000,-35.020000,interpolated,topology-interp
414,PETROLUTE013,-9.400000,-40.500000,case-existing,case-existing
415,P.FRAN-MA000,-6.350000,-47.380000,interpolated,topology-interp
422,ALDEIA-PE230,-7.860000,-35.020000,case-existing,case-existing
423,MILAG2CER013,-7.310000,-38.940000,interpolated,topology-interp
424,PETROL-PE069,-9.440000,-40.490000,interpolated,topology-interp
428,TERES2SIN013,-5.260000,-42.730000,interpolated,topology-interp
429,CASTA1-PA000,-1.300000,-47.790000,interpolated,topology-interp
430,CASTA2-PA000,-1.300000,-47.790000,interpolated,topology-interp
431,MIRA2A-MA000,-3.570000,-44.540000,interpolated,topology-interp
432,MIRA3A-MA000,-3.570000,-44.540000,interpolated,topology-interp
433,VDOACUUTE013,-5.380000,-36.820000,case-existing,case-existing
434,GUAMA4-PA000,-1.460000,-48.450000,interpolated,topology-interp
436,STMAR3-PA000,-1.340000,-47.570000,interpolated,topology-interp
438,PDUT-1CAP500,-5.343333,-45.466667,interpolated,topology-interp
439,IMP-P1CAP500,-5.416667,-46.453333,interpolated,topology-interp
445,PARAIS-RN138,-6.240000,-36.000000,case-existing,case-existing
452,S.MAT--RN013,-5.867492,-36.722506,interpolated,topology-interp
453,RG-CO2CAP500,-7.686667,-45.751667,interpolated,topology-interp
454,S.MAT2-RN013,-5.867492,-36.722506,interpolated,topology-interp
459,ACAPD1CAP500,-5.036667,-46.426667,interpolated,topology-interp
462,ALTAMI-PA013,-3.140000,-52.180000,interpolated,topology-interp
463,RUROP2-PA013,-4.070000,-54.900000,interpolated,topology-interp
472,OLINDI-BA230,-11.320000,-38.380000,case-existing,case-existing
476,FNL---CER013,-14.230000,-39.460000,interpolated,topology-interp
483,IRECE-SIN013,-11.310000,-41.810000,interpolated,topology-interp
485,BJLAPASIN013,-13.310000,-43.350000,interpolated,topology-interp
490,GUAMA1-PA000,-1.460000,-48.450000,interpolated,topology-interp
491,UTING1-PA000,-1.340000,-48.380000,interpolated,topology-interp
492,STMAR2-PA000,-1.340000,-47.570000,interpolated,topology-interp
493,MIRAM2-PA000,-1.410000,-48.490000,interpolated,topology-interp
494,MIRAM1-PA000,-1.410000,-48.490000,interpolated,topology-interp
498,CASTANCAP230,-1.435000,-48.260000,interpolated,topology-interp
499,MARAB1CAP500,-4.510000,-49.335000,interpolated,topology-interp
500,PAF4---BA500,-9.410000,-38.200000,case-existing,case-existing
502,MARABAUHE013,-5.460000,-49.150000,interpolated,topology-interp
503,SE-MAR-PA500,-5.460000,-49.150000,interpolated,topology-interp
504,XINGO--SE500,-9.630000,-37.800000,case-existing,case-existing
505,L.GONZ-PE500,-9.140000,-38.310000,case-existing,case-existing
506,SOBRAD-BA500,-9.440000,-40.830000,case-existing,case-existing
511,ENPECE-CE230,-3.580000,-38.870000,case-existing,case-existing
516,QUIXAD-CE500,-4.950000,-38.930000,case-existing,case-existing
521,MILAGR-CE500,-7.310000,-38.940000,case-existing,case-existing
523,JCMR3--RN500,-5.380000,-35.890000,case-existing,case-existing
525,FORTA2-CE500,-3.830000,-38.540000,case-existing,case-existing
526,SOBRA3-CE500,-3.690000,-40.300000,case-existing,case-existing
528,TERES2-PI500,-5.260000,-42.730000,case-existing,case-existing
529,BESPER-MA500,-6.720000,-43.560000,case-existing,case-existing
531,MIRA1B-MA000,-3.570000,-44.540000,interpolated,topology-interp
532,SLUIS2-MA500,-2.720000,-44.320000,case-existing,case-existing
536,RGONCA-PI500,-7.630000,-45.210000,case-existing,case-existing
537,S.J.PI-PI500,-8.360000,-42.230000,case-existing,case-existing
538,P.DUTR-MA500,-5.270000,-44.480000,case-existing,case-existing
539,IMPERA-MA500,-5.490000,-47.440000,case-existing,case-existing
540,ANGEL2-PE500,-8.900000,-36.300000,case-existing,case-existing
541,RECIFE-PE500,-8.120000,-35.040000,case-existing,case-existing
542,MESSIA-AL500,-9.400000,-35.840000,case-existing,case-existing
543,SUAPE2-PE500,-8.390000,-35.050000,case-existing,case-existing
544,CGRD3--PB500,-7.250000,-35.980000,case-existing,case-existing
546,G.ARAN-MA500,-5.370000,-44.360000,case-existing,case-existing
549,GARANH-PE500,-8.880000,-36.400000,case-existing,case-existing
555,MCHAP2-BA500,-11.710000,-41.400000,case-existing,case-existing
559,ACAILA-MA500,-4.920000,-47.400000,case-existing,case-existing
560,RUROP--PA138,-4.070000,-54.900000,case-existing,case-existing
561,TRANSA-PA034,-3.710000,-53.710000,case-existing,case-existing
563,RUROP1-PA013,-4.070000,-54.900000,interpolated,topology-interp
564,SALOPE-MA500,-4.820000,-44.350000,case-existing,case-existing
565,MIRAND-MA500,-3.570000,-44.540000,case-existing,case-existing
566,PAU-FE-PE500,-7.860000,-35.020000,case-existing,case-existing
570,ESTREI-MA500,-6.580000,-47.460000,case-existing,case-existing
571,MIRACE-TO500,-9.540000,-48.520000,case-existing,case-existing
572,S.ISABUHE013,-9.540000,-48.520000,interpolated,topology-interp
573,JARDIM-SE500,-10.880000,-37.150000,case-existing,case-existing
574,CAMAC2-BA500,-12.620000,-38.340000,case-existing,case-existing
581,BJLAP-CER013,-13.310000,-43.340000,interpolated,topology-interp
582,OLINDI-BA500,-11.320000,-38.380000,case-existing,case-existing
584,CAMAC4-BA500,-12.620000,-38.340000,case-existing,case-existing
585,BJLAP2-BA500,-13.310000,-43.340000,case-existing,case-existing
586,JUAZEI-BA069,-9.490000,-40.520000,interpolated,topology-interp
587,R.EGUA-BA500,-13.850000,-46.180000,case-existing,case-existing
588,IBICOA-BA500,-13.440000,-41.370000,case-existing,case-existing
589,SAPEAC-BA500,-12.720000,-39.190000,case-existing,case-existing
590,ABAIXB-SE069,-9.420000,-38.200000,interpolated,topology-interp
591,COLINA-TO500,-7.970000,-48.460000,case-existing,case-existing
592,STMRT2-PA000,-1.340000,-47.570000,interpolated,topology-interp
593,LAJEAD-TO500,-9.750000,-48.370000,case-existing,case-existing
594,COLIN2-TO500,-7.743333,-46.293333,interpolated,topology-interp
595,SQUEBR-MA500,-5.490000,-47.440000,interpolated,topology-interp
596,TUCR-2-PA500,-3.252857,-49.532857,interpolated,topology-interp
597,TUCR-1-PA500,-3.820000,-49.650000,case-existing,case-existing
598,V.COND-PA500,-1.570000,-48.730000,case-existing,case-existing
599,MARABA-PA500,-5.200000,-49.020000,case-existing,case-existing
600,ABAIXA-BA069,-9.420000,-38.200000,case-existing,case-existing
601,MOXOTO-BA069,-9.380000,-38.240000,case-existing,case-existing
602,JUAZE2-BA069,-9.480000,-40.480000,case-existing,case-existing
603,S.BONF-BA069,-10.440000,-40.190000,case-existing,case-existing
604,M.REDU-BA069,-9.400000,-38.220000,interpolated,topology-interp
605,ZEBU---AL069,-9.420000,-38.200000,interpolated,topology-interp
606,MULUNG-BA069,-9.420000,-38.200000,interpolated,topology-interp
607,BALSAS-MA069,-7.560000,-46.020000,case-existing,case-existing
608,ZEBU---SE069,-9.360000,-38.200000,case-existing,case-existing
609,ZEBU---PE069,-8.280000,-35.040000,case-existing,case-existing
611,ITAPAR-BA069,-9.360000,-38.200000,interpolated,topology-interp
612,M.REDZ-BA069,-9.400000,-38.220000,interpolated,topology-interp
613,ZEBU---BA069,-9.360000,-38.200000,case-existing,case-existing
615,P.FRAN-MA069,-6.350000,-47.380000,case-existing,case-existing
616,TAUA2--CE069,-6.000000,-40.280000,case-existing,case-existing
617,ICO----CE069,-6.410000,-38.880000,case-existing,case-existing
618,CAUIPE-CE069,-3.690000,-38.870000,case-existing,case-existing
619,D.GOUV-CE069,-3.790000,-38.520000,case-existing,case-existing
620,B.NOME-PE069,-8.000000,-38.630000,case-existing,case-existing
621,MILAGR-CE069,-7.310000,-38.940000,case-existing,case-existing
622,BANABU-CE069,-5.300000,-38.910000,case-existing,case-existing
623,RUSSAS-CE069,-4.950000,-38.000000,case-existing,case-existing
624,MOSSOR-RN069,-5.150000,-37.350000,case-existing,case-existing
625,FORTAL-CE069,-3.830000,-38.540000,case-existing,case-existing
626,SOBRAL-CE069,-3.700000,-40.380000,case-existing,case-existing
627,PIRIPI-PI069,-4.290000,-41.750000,case-existing,case-existing
628,TERES--PI069,-5.130000,-42.800000,case-existing,case-existing
629,B.ESPE-PI069,-6.750000,-43.570000,case-existing,case-existing
630,PERITO-MA069,-4.370000,-44.330000,case-existing,case-existing
631,MIRAND-MA069,-3.570000,-44.540000,case-existing,case-existing
632,SLU1S1-MA069,-2.560000,-44.260000,case-existing,case-existing
633,COREM2-PB069,-7.020000,-37.960000,case-existing,case-existing
634,PICI2--CE069,-3.740000,-38.580000,case-existing,case-existing
635,ZEBUCH-SE069,-9.360000,-38.200000,interpolated,topology-interp
636,C.NETO-MA069,-4.300000,-42.990000,case-existing,case-existing
637,S.J.PI-PI069,-8.360000,-42.230000,case-existing,case-existing
638,P.DUTR-MA069,-5.270000,-44.480000,case-existing,case-existing
639,IMPERA-MA069,-5.490000,-47.440000,case-existing,case-existing
640,ANGELI-PE069,-8.890000,-36.290000,case-existing,case-existing
641,ANGELI-AL069,-8.890000,-36.290000,case-existing,case-existing
642,RIO-LA-AL069,-9.500000,-35.840000,case-existing,case-existing
643,BONGIA-PE069,-8.060000,-34.930000,case-existing,case-existing
644,CGRD2--PB069,-7.270000,-35.910000,case-existing,case-existing
645,S.CRUZ-RN069,-6.240000,-36.040000,case-existing,case-existing
